swab.id;site;date;cluster_size;sex;age;forearm;body.mass;fat.amt;fat.method;percent.fat
NA;Aeolus;2009-Mar-27;NA;F;A;37.4;6.05;0.434;soxhlet;0.071735537
NA;Aeolus;2009-Mar-27;NA;F;A;38.6;6.65;0.4762;soxhlet;0.071609023
NA;Aeolus;2009-Mar-27;NA;F;A;38.9;6.93;0.4662;soxhlet;0.067272727
NA;Aeolus;2009-Mar-27;NA;F;A;38.2;6.85;0.4059;soxhlet;0.059255474
NA;Graphite;2008-Nov-18;NA;M;A;38.5;7.8;14.119;soxhlet;0.181012821
NA;Graphite;2008-Nov-18;NA;M;J;36.3;7.2;11.513;soxhlet;0.159902778
NA;Graphite;2008-Nov-18;NA;M;A;39.2;7.3;12.817;soxhlet;0.175575342
NA;Graphite;2008-Nov-18;NA;F;A;37.6;9.4;21.556;soxhlet;0.229319149
NA;Graphite;2008-Nov-18;NA;M;J;37.3;9.2;23.303;soxhlet;0.253293478
NA;Graphite;2008-Nov-18;NA;F;A;36.3;9.8;27.528;soxhlet;0.280897959
NA;Graphite;2008-Nov-18;NA;F;A;39;10;25.137;soxhlet;0.25137
NA;Graphite;2008-Nov-18;NA;F;J;39.3;7.8;16.349;soxhlet;0.209602564
NA;Graphite;2008-Nov-18;NA;M;J;36.7;8.5;19.181;soxhlet;0.225658824
NA;Graphite;2008-Nov-18;NA;F;J;39;7.6;17.577;soxhlet;0.231276316
NA;Graphite;2008-Nov-18;NA;M;A;37;7.5;14.718;soxhlet;0.19624
NA;Graphite;2008-Nov-18;NA;F;A;38.5;8.1;13.821;soxhlet;0.17062963
NA;Graphite;2008-Nov-18;NA;M;A;37.7;8.2;16.732;soxhlet;0.20404878
NA;Graphite;2008-Nov-18;NA;M;A;37.5;7.5;1.362;soxhlet;0.1816
NA;Graphite;2008-Nov-18;NA;M;A;40.2;8.1;13.297;soxhlet;0.164160494
NA;Graphite;2008-Nov-18;NA;M;J;38.3;7.8;0.937;soxhlet;0.120128205
NA;Graphite;2008-Nov-18;NA;F;A;37.1;9.5;23.969;soxhlet;0.252305263
NA;Graphite;2008-Nov-18;NA;F;A;38.77;8.5;16.284;soxhlet;0.191576471
NA;Graphite;2008-Nov-18;NA;F;A;37.9;7.2;15.739;soxhlet;0.218597222
NA;Graphite;2008-Nov-18;NA;F;A;38.6;9;20.449;soxhlet;0.227211111
NA;Graphite;2008-Nov-18;NA;M;J;38.3;7.9;13.438;soxhlet;0.170101266
NA;Graphite;2008-Nov-18;NA;F;A;36.3;7.5;13.935;soxhlet;0.1858
NA;Graphite;2008-Nov-18;NA;F;A;37.3;8.7;22.066;soxhlet;0.253632184
NA;Graphite;2008-Nov-18;NA;F;A;37.2;8;16.113;soxhlet;0.2014125
NA;Graphite;2008-Nov-18;NA;F;J;37;7.4;15.826;soxhlet;0.213864865
NA;Graphite;2008-Nov-18;NA;F;A;37.3;8.5;14.629;soxhlet;0.172105882
NA;Graphite;2008-Nov-18;NA;F;J;36.2;8.8;22.281;soxhlet;0.253193182
NA;Graphite;2009-Jan-12;NA;F;A;38.5;7.7;10.841;soxhlet;0.140792208
NA;Graphite;2009-Jan-12;NA;M;A;37.4;6.8;0.9188;soxhlet;0.135117647
NA;Graphite;2009-Jan-12;NA;M;A;36.4;6.8;0.7643;soxhlet;0.112397059
NA;Graphite;2009-Jan-12;NA;M;A;38.3;7.5;0.7984;soxhlet;0.106453333
NA;Graphite;2009-Jan-12;NA;F;J;39;6.6;0.8276;soxhlet;0.125393939
NA;Graphite;2009-Jan-12;NA;F;J;37.5;7.8;17.503;soxhlet;0.224397436
NA;Graphite;2009-Jan-12;NA;M;J;37.8;7.3;11.504;soxhlet;0.157589041
NA;Graphite;2009-Jan-12;NA;M;A;39.1;7.9;13.065;soxhlet;0.165379747
NA;Graphite;2009-Jan-12;NA;M;A;38.8;8.3;1.718;soxhlet;0.206987952
NA;Graphite;2009-Jan-12;NA;F;A;39.4;9.9;27.512;soxhlet;0.27789899
NA;Graphite;2009-Jan-12;NA;F;J;37.7;6.9;0.7737;soxhlet;0.112130435
NA;Graphite;2009-Jan-12;NA;F;J;38.9;6.9;0.7916;soxhlet;0.114724638
NA;Graphite;2009-Jan-12;NA;F;J;37.5;6.8;12.059;soxhlet;0.177338235
NA;Graphite;2009-Jan-12;NA;M;A;37.5;7;11.849;soxhlet;0.169271429
NA;Graphite;2009-Jan-12;NA;F;A;40.8;7;12.542;soxhlet;0.179171429
NA;Graphite;2009-Jan-12;NA;M;A;36.4;7.2;11.688;soxhlet;0.162333333
NA;Graphite;2009-Jan-12;NA;M;J;37.3;6.6;0.7792;soxhlet;0.118060606
NA;Graphite;2009-Jan-12;NA;M;A;36.6;7.9;14.792;soxhlet;0.187240506
NA;Graphite;2009-Jan-12;NA;F;J;38.8;6.8;0.326;soxhlet;0.047941176
NA;Graphite;2009-Jan-12;NA;F;A;39.9;7.9;10.463;soxhlet;0.132443038
NA;Graphite;2009-Jan-12;NA;F;A;38.8;7.7;15.291;soxhlet;0.198584416
NA;Graphite;2009-Jan-12;NA;M;A;37.4;7.8;13.915;soxhlet;0.178397436
NA;Graphite;2009-Jan-12;NA;F;A;36.7;7.1;10.147;soxhlet;0.142915493
NA;Graphite;2009-Jan-12;NA;M;A;37.2;7.2;1.059;soxhlet;0.147083333
NA;Graphite;2009-Mar-19;NA;F;A;38.7;7.4;0.8936;soxhlet;0.120756757
NA;Graphite;2009-Mar-19;NA;M;A;37.5;6.5;0.3633;soxhlet;0.055892308
NA;Graphite;2009-Mar-19;NA;F;A;38.6;7.7;0.9299;soxhlet;0.120766234
NA;Graphite;2009-Mar-19;NA;M;A;37.9;5.8;0.3092;soxhlet;0.053310345
NA;Graphite;2009-Mar-19;NA;M;A;38.8;7.1;0.6833;soxhlet;0.096239437
NA;Graphite;2009-Mar-19;NA;F;A;38.8;9.4;20.318;soxhlet;0.216148936
NA;Graphite;2009-Mar-19;NA;M;A;39;7.2;0.7255;soxhlet;0.100763889
NA;Graphite;2009-Mar-19;NA;F;J;38.8;7.7;10.591;soxhlet;0.137545455
NA;Graphite;2009-Mar-19;NA;F;A;38.4;7.7;0.9846;soxhlet;0.12787013
NA;Graphite;2009-Mar-19;NA;M;A;35.7;6;0.701;soxhlet;0.116833333
NA;Graphite;2009-Mar-19;NA;M;A;37.9;8.2;0.5478;soxhlet;0.066804878
NA;Graphite;2009-Mar-19;NA;M;A;36.6;7.1;0.7859;soxhlet;0.110690141
NA;Graphite;2009-Mar-19;NA;M;J;39.9;7.2;10.783;soxhlet;0.149763889
NA;Graphite;2009-Mar-19;NA;F;A;38;8.2;12.075;soxhlet;0.147256098
NA;Graphite;2009-Mar-19;NA;F;A;37.7;7.4;0.8275;soxhlet;0.111824324
NA;Graphite;2009-Mar-19;NA;F;J;38.8;6.7;0.5218;soxhlet;0.077880597
NA;Graphite;2009-Mar-19;NA;F;A;39.2;7.7;0.869;soxhlet;0.112857143
NA;Graphite;2009-Mar-19;NA;F;J;38.4;7.5;12.278;soxhlet;0.163706667
NA;Graphite;2009-Mar-19;NA;M;A;37.2;6.6;0.5541;soxhlet;0.083954545
NA;Graphite;2009-Mar-19;NA;F;A;36.2;6.6;0.6321;soxhlet;0.095772727
NA;Graphite;2009-Mar-19;NA;M;J;37.8;6.1;0.5105;soxhlet;0.083688525
NA;Graphite;2009-Mar-19;NA;F;A;38.6;6.8;0.5383;soxhlet;0.079161765
NA;Graphite;2009-Mar-19;NA;F;A;39.1;7;0.7955;soxhlet;0.113642857
NA;Graphite;2009-Mar-19;NA;M;A;38.2;6.1;0.3689;soxhlet;0.06047541
NA;Graphite;2009-Mar-19;NA;M;J;37.5;6.5;0.5223;soxhlet;0.080353846
NA;Graphite;2009-Mar-19;NA;M;A;40.2;6.9;0.6948;soxhlet;0.100695652
NA;Hibernia;2008-Nov-25;NA;M;A;36.3;7.88;17.143;soxhlet;0.217550761
NA;Hibernia;2008-Nov-25;NA;M;A;36.3;7.83;13.782;soxhlet;0.176015326
NA;Hibernia;2008-Nov-25;NA;M;A;36;8.85;19.829;soxhlet;0.224056497
NA;Hibernia;2008-Nov-25;NA;M;J;34.4;8.96;22.735;soxhlet;0.253738839
NA;Hibernia;2008-Nov-25;NA;M;J;36.3;7.63;17.485;soxhlet;0.229161206
NA;Hibernia;2008-Nov-25;NA;M;A;38.9;7.51;15.198;soxhlet;0.202370173
NA;Hibernia;2008-Nov-25;NA;M;J;36.6;6.5;13.046;soxhlet;0.200707692
NA;Hibernia;2008-Nov-25;NA;F;A;38.8;7.77;10.132;soxhlet;0.13039897
NA;Hibernia;2008-Nov-25;NA;F;A;36.6;7.66;18.441;soxhlet;0.240744125
NA;Hibernia;2008-Nov-25;NA;F;A;38;8.02;16.233;soxhlet;0.202406484
NA;Hibernia;2008-Nov-25;NA;M;J;36.8;6.44;11.991;soxhlet;0.186195652
NA;Hibernia;2008-Nov-25;NA;M;A;36.4;6.8;14.795;soxhlet;0.217573529
NA;Hibernia;2008-Nov-25;NA;M;A;37.9;7.31;12.611;soxhlet;0.1725171
NA;Hibernia;2008-Nov-25;NA;M;J;35.6;6.7;11.711;soxhlet;0.174791045
NA;Hibernia;2008-Nov-25;NA;M;J;35;7.81;0.9416;soxhlet;0.12056338
NA;Hibernia;2008-Nov-25;NA;F;A;36.2;7.41;13.118;soxhlet;0.177031039
NA;Hibernia;2008-Nov-25;NA;F;A;39;7.32;12.694;soxhlet;0.173415301
NA;Hibernia;2008-Nov-25;NA;M;J;35.7;6.64;15.186;soxhlet;0.228704819
NA;Hibernia;2008-Nov-25;NA;M;J;38.3;6.75;20.336;soxhlet;0.301274074
NA;Hibernia;2008-Nov-25;NA;F;A;38.8;7.38;10.905;soxhlet;0.147764228
NA;Hibernia;2008-Nov-25;NA;F;A;37.9;8.66;18.828;soxhlet;0.217413395
NA;Hibernia;2008-Nov-25;NA;F;A;36.5;8.3;1.973;soxhlet;0.237710843
NA;Hibernia;2008-Nov-25;NA;F;J;37.8;8.34;17.056;soxhlet;0.204508393
NA;Hibernia;2008-Nov-25;NA;F;J;37.5;8.29;21.005;soxhlet;0.253377563
NA;Hibernia;2008-Nov-25;NA;F;A;37.9;7.87;14.685;soxhlet;0.186594663
NA;Hibernia;2008-Nov-25;NA;F;A;38.6;NA;12.245;soxhlet;NA
NA;Hibernia;2008-Nov-25;NA;M;J;37.1;7.19;12.742;soxhlet;0.177218359
NA;Hibernia;2009-Jan-13;NA;M;A;35.6;6.2;0.9427;soxhlet;0.152048387
NA;Hibernia;2009-Jan-13;NA;F;J;37.2;6.86;13.067;soxhlet;0.19048105
NA;Hibernia;2009-Jan-13;NA;M;J;36.9;6.72;0.9638;soxhlet;0.143422619
NA;Hibernia;2009-Jan-13;NA;M;J;36.4;6.94;10.035;soxhlet;0.144596542
NA;Hibernia;2009-Jan-13;NA;F;A;37.7;7.23;0.9697;soxhlet;0.134121715
NA;Hibernia;2009-Jan-13;NA;F;J;36.7;5.67;0.7056;soxhlet;0.124444444
NA;Hibernia;2009-Jan-13;NA;M;A;36.7;8.27;0.9404;soxhlet;0.113712213
NA;Hibernia;2009-Jan-13;NA;F;J;36.9;6.95;13.739;soxhlet;0.197683453
NA;Hibernia;2009-Jan-13;NA;M;A;36.2;6.64;0.8692;soxhlet;0.130903614
NA;Hibernia;2009-Jan-13;NA;M;A;35.8;7.34;1.161;soxhlet;0.158174387
NA;Hibernia;2009-Jan-13;NA;M;J;35.6;5.4;0.5984;soxhlet;0.110814815
NA;Hibernia;2009-Jan-13;NA;M;J;35.5;5.49;0.7179;soxhlet;0.130765027
NA;Hibernia;2009-Jan-13;NA;M;J;37.8;6.41;0.809;soxhlet;0.126209048
NA;Hibernia;2009-Jan-13;NA;M;J;37.5;5.81;0.8372;soxhlet;0.144096386
NA;Hibernia;2009-Jan-13;NA;M;J;37.4;5.63;0.3895;soxhlet;0.069182948
NA;Hibernia;2009-Jan-13;NA;F;A;37.3;7.5;1.249;soxhlet;0.166533333
NA;Hibernia;2009-Jan-13;NA;F;J;37.9;6.83;10.476;soxhlet;0.153382138
NA;Hibernia;2009-Jan-13;NA;F;J;35.7;5.84;10.076;soxhlet;0.172534247
NA;Hibernia;2009-Jan-13;NA;F;A;38;5.38;0.7664;soxhlet;0.142453532
NA;Hibernia;2009-Jan-13;NA;F;A;37.7;6.76;0.6388;soxhlet;0.094497041
NA;Hibernia;2009-Jan-13;NA;F;A;33.2;6.26;0.5366;soxhlet;0.08571885
NA;Hibernia;2009-Jan-13;NA;F;A;37.3;6.6;0.9021;soxhlet;0.136681818
NA;Hibernia;2009-Jan-13;NA;F;A;37.7;6.47;0.9277;soxhlet;0.143384853
NA;Hibernia;2009-Jan-13;NA;F;A;37.6;7;0.5786;soxhlet;0.082657143
NA;Hibernia;2009-Jan-13;NA;F;A;38.7;6.93;0.5434;soxhlet;0.078412698
NA;Hibernia;2009-Jan-13;NA;F;A;37.5;6.61;0.9315;soxhlet;0.140922844
NA;Hibernia;2009-Jan-13;NA;F;A;36.4;7.9;10.923;soxhlet;0.138265823
NA;Hibernia;2009-Jan-13;NA;F;A;36.7;7.54;14.907;soxhlet;0.19770557
NA;Hibernia;2009-Jan-13;NA;F;A;37.6;7.74;0.6388;soxhlet;0.0825323
NA;Hibernia;2009-Jan-13;NA;F;A;38.1;6.57;0.6757;soxhlet;0.102846271
NA;Hibernia;2009-Jan-13;NA;F;A;36.7;8.1;15.576;soxhlet;0.192296296
NA;Hibernia;2009-Jan-13;NA;F;A;37.6;7.26;0.7149;soxhlet;0.098471074
NA;Hibernia;2009-Jan-13;NA;F;A;37.9;6.84;10.764;soxhlet;0.157368421
NA;Hibernia;2009-Jan-13;NA;F;A;38.1;6.01;0.223;soxhlet;0.037104825
NA;Hibernia;2009-Jan-13;NA;F;A;36.2;6.38;0.5557;soxhlet;0.087100313
NA;Hibernia;2009-Jan-13;NA;F;A;36;6.85;0.7576;soxhlet;0.11059854
NA;Hibernia;2009-Jan-13;NA;F;A;36.3;6.36;0.7425;soxhlet;0.116745283
NA;Hibernia;2009-Mar-15;NA;F;A;37.3;6.03;0.6215;soxhlet;0.103067993
NA;Hibernia;2009-Mar-15;NA;F;A;36.7;6.65;0.7447;soxhlet;0.111984962
NA;Hibernia;2009-Mar-15;NA;F;A;38.5;6.67;0.5665;soxhlet;0.084932534
NA;Hibernia;2009-Mar-15;NA;F;A;37.4;6.8;0.8067;soxhlet;0.118632353
NA;Hibernia;2009-Mar-15;NA;F;A;36.2;6.34;0.6115;soxhlet;0.096451104
NA;Hibernia;2009-Mar-15;NA;F;A;36.2;6.24;0.568;soxhlet;0.091025641
NA;Hibernia;2009-Mar-15;NA;F;A;37.2;6.91;0.4835;soxhlet;0.069971056
NA;Hibernia;2009-Mar-15;NA;F;A;37.3;6.94;0.7658;soxhlet;0.110345821
NA;Hibernia;2009-Mar-15;NA;F;A;38.5;6.45;0.7216;soxhlet;0.111875969
NA;Hibernia;2009-Mar-15;NA;F;A;38;7.13;0.7216;soxhlet;0.101206171
NA;Hibernia;2009-Mar-15;NA;F;A;37.9;6.73;0.4528;soxhlet;0.067280832
NA;Hibernia;2009-Mar-15;NA;F;A;38.5;6.64;0.7216;soxhlet;0.108674699
NA;Hibernia;2009-Mar-15;NA;F;A;38.2;6.64;0.5975;soxhlet;0.08998494
NA;Hibernia;2009-Mar-15;NA;F;A;37.1;6.9;0.7216;soxhlet;0.10457971
NA;Hibernia;2009-Mar-15;NA;F;A;36.8;6.64;0.7216;soxhlet;0.108674699
NA;Hibernia;2009-Mar-15;NA;F;A;36.4;5.91;0.5074;soxhlet;0.085854484
NA;Hibernia;2009-Mar-15;NA;F;A;38.5;6.56;0.7216;soxhlet;0.11
NA;Hibernia;2009-Mar-15;NA;F;A;37.6;7.1;0.7216;soxhlet;0.101633803
NA;Hibernia;2009-Mar-16;NA;F;A;35.1;5.82;0.5652;soxhlet;0.097113402
NA;Hibernia;2009-Mar-16;NA;M;J;36.1;6.01;0.5658;soxhlet;0.094143095
NA;Hibernia;2009-Mar-16;NA;F;J;36.3;6.29;0.8645;soxhlet;0.137440382
NA;Hibernia;2009-Mar-16;NA;M;A;37.1;6.21;0.5611;soxhlet;0.090354267
NA;Hibernia;2009-Mar-16;NA;M;J;38.2;6.8;0.5046;soxhlet;0.074205882
NA;Hibernia;2009-Mar-16;NA;M;A;37.3;5.34;0.4422;soxhlet;0.082808989
NA;Hibernia;2009-Mar-16;NA;M;J;36.2;5.56;0.3594;soxhlet;0.064640288
NA;Hibernia;2009-Mar-16;NA;F;J;36.8;6.23;0.5541;soxhlet;0.08894061
NA;Hibernia;2009-Mar-16;NA;M;J;37.2;5.9;0.4019;soxhlet;0.068118644
NA;Hibernia;2009-Mar-16;NA;F;J;37;6.48;0.7187;soxhlet;0.110910494
NA;Hibernia;2009-Mar-16;NA;M;J;36.5;6.21;0.4992;soxhlet;0.080386473
NA;Hibernia;2009-Mar-16;NA;M;A;37.1;6.3;0.4122;soxhlet;0.065428571
NA;Hibernia;2009-Mar-16;NA;M;A;36.2;5.95;0.4462;soxhlet;0.074991597
NA;Hibernia;2009-Mar-16;NA;F;J;37.4;6.03;0.5483;soxhlet;0.09092869
NA;Hibernia;2009-Mar-16;NA;F;J;35;5.76;15.185;soxhlet;0.263628472
NA;Hibernia;2009-Mar-16;NA;F;J;37.2;6.64;0.8102;soxhlet;0.122018072
NA;Hibernia;2009-Mar-16;NA;M;J;36.5;5.79;0.4008;soxhlet;0.069222798
NA;Hibernia;2009-Mar-16;NA;M;J;36.4;6.03;1.757;soxhlet;0.291376451
NA;Hibernia;2009-Mar-16;NA;M;J;37.7;6.43;0.3865;soxhlet;0.060108865
NA;Williams Hotel;2008-Dec-17;NA;F;A;39.4;7.99;12.101;soxhlet;0.151451815
NA;Williams Hotel;2008-Dec-17;NA;F;A;36.4;7.42;11.946;soxhlet;0.160997305
NA;Williams Hotel;2008-Dec-17;NA;F;A;38.1;7.92;14.768;soxhlet;0.186464646
NA;Williams Hotel;2008-Dec-17;NA;F;A;38.5;7.17;14.021;soxhlet;0.195550907
NA;Williams Hotel;2008-Dec-17;NA;F;A;39.2;7.87;14.591;soxhlet;0.185400254
NA;Williams Hotel;2008-Dec-17;NA;F;A;36.9;6.93;0.9632;soxhlet;0.138989899
NA;Williams Hotel;2008-Dec-17;NA;F;A;36.2;7.26;15.234;soxhlet;0.209834711
NA;Williams Hotel;2008-Dec-17;NA;F;A;40.1;7.94;15.131;soxhlet;0.190566751
NA;Williams Hotel;2008-Dec-17;NA;F;A;39;8.6;1.757;soxhlet;0.204302326
NA;Williams Hotel;2008-Dec-17;NA;F;A;38.7;8.14;14.855;soxhlet;0.182493857
NA;Williams Hotel;2008-Dec-17;NA;F;A;37.9;8.75;17.909;soxhlet;0.204674286
NA;Williams Hotel;2008-Dec-17;NA;F;A;38.9;7.48;11.472;soxhlet;0.153368984
NA;Williams Hotel;2008-Dec-17;NA;F;A;37.7;7.49;16.882;soxhlet;0.225393858
NA;Williams Hotel;2008-Dec-17;NA;F;A;36.3;7.54;14.893;soxhlet;0.197519894
NA;Williams Hotel;2008-Dec-17;NA;F;A;37;8.35;18.963;soxhlet;0.227101796
NA;Williams Hotel;2008-Dec-17;NA;F;A;37.8;7.23;15.408;soxhlet;0.213112033
NA;Williams Hotel;2008-Dec-17;NA;F;A;37.1;7.44;14.036;soxhlet;0.188655914
NA;Williams Hotel;2008-Dec-17;NA;F;A;38;8.25;18.662;soxhlet;0.22620606100000001
NA;Williams Hotel;2008-Feb-12;NA;F;A;38.2;6.54;0.937696429;soxhlet;0.143378659
NA;Williams Hotel;2008-Feb-12;NA;M;A;37.7;5.85;0.658696;soxhlet;0.112597607
NA;Williams Hotel;2008-Feb-12;NA;M;A;38.4;8.47;13.479;soxhlet;0.15913813499999999
NA;Williams Hotel;2008-Feb-12;NA;F;A;38.2;6.63;0.822996;soxhlet;0.124132127
NA;Williams Preserve;2008-Feb-14;NA;F;A;36.8;6.48;0.9339;soxhlet;0.14412037
NA;Williams Preserve;2008-Feb-14;NA;M;A;36.6;6.16;0.7678;soxhlet;0.124642857
NA;Williams Preserve;2008-Feb-14;NA;F;J;38.2;6.49;0.4594;soxhlet;0.070785824
NA;Williams Preserve;2008-Feb-14;NA;F;A;34.7;6.35;0.7808;soxhlet;0.12296063
NA;Williams Preserve;2008-Feb-14;NA;F;J;39.7;6.23;0.5717;soxhlet;0.09176565
NA;Williams Preserve;2008-Feb-14;NA;F;A;35.5;5.91;0.5671;soxhlet;0.095956007
NA;Barton Hill;2008-Mar-26;NA;M;A;36.1;5.85;0.572;soxhlet;0.097777778
NA;Barton Hill;2008-Mar-26;NA;M;A;39.3;7.28;0.8225;soxhlet;0.112980769
NA;Barton Hill;2008-Mar-26;NA;F;A;40.1;7.3;0.7411;soxhlet;0.101520548
NA;Barton Hill;2008-Mar-26;NA;F;A;38.9;8.74;14.815;soxhlet;0.169508009
NA;Barton Hill;2008-Mar-26;NA;M;A;38.5;8.21;0.8826;soxhlet;0.107503045
NA;Barton Hill;2008-Mar-26;NA;F;J;40.3;6.15;10.571;soxhlet;0.171886179
NA;Barton Hill;2008-Mar-26;NA;M;A;37.5;6.42;0.9709;soxhlet;0.15123053
NA;Barton Hill;2008-Mar-26;NA;M;A;37.7;6.15;0.6759;soxhlet;0.109902439
NA;Barton Hill;2008-Mar-26;NA;M;A;37.1;6.58;0.8555;soxhlet;0.130015198
NA;Barton Hill;2008-Mar-26;NA;M;A;39.3;6.65;0.7893;soxhlet;0.118691729
NA;Barton Hill;2008-Mar-26;NA;M;A;39.6;6.92;0.9147;soxhlet;0.132182081
NA;Barton Hill;2008-Mar-26;NA;M;A;40.2;6.94;0.986;soxhlet;0.142074928
NA;Barton Hill;2008-Mar-26;NA;M;J;39.1;6.71;0.7005;soxhlet;0.104396423
NA;Barton Hill;2008-Mar-26;NA;F;A;39.3;6.8;11.427;soxhlet;0.168044118
NA;Barton Hill;2008-Mar-26;NA;F;J;39.7;6.43;0.897;soxhlet;0.139502333
NA;Barton Hill;2008-Mar-26;NA;M;A;37.8;6.86;0.8965;soxhlet;0.130685131
NA;Barton Hill;2008-Mar-26;NA;M;A;38.3;6.47;0.6209;soxhlet;0.095965997
NA;Barton Hill;2008-Mar-26;NA;M;J;37.8;6.95;0.7712;soxhlet;0.110964029
NA;Williams Preserve;2008-Feb-14;NA;F;A;36.3;NA;0.6146;soxhlet;NA
NA;Williams Preserve;2008-Feb-14;NA;F;A;37.4;NA;0.53818;soxhlet;NA
NA;Williams Preserve;2008-Feb-14;NA;F;A;36.3;NA;0.8467;soxhlet;NA
NA;Williams Preserve;2008-Feb-14;NA;M;J;36.6;NA;0.5169;soxhlet;NA
NA;Williams Preserve;2008-Feb-14;NA;M;A;38.3;NA;0.6248;soxhlet;NA
NA;Williams Preserve;2008-Feb-14;NA;M;A;38.1;NA;0.8219;soxhlet;NA
